"17:46","24.3","45"
"17:46","24.3","45"
"17:47","24.3","45"
"17:47","24.3","45"
"17:47","24.1","45"
"17:47","24.4","45"
"17:47","24.4","45"
"17:47","24.4","45"
"17:47","24.3","45"
"17:47","24.6","45"
"17:48","24.4","45"
"17:48","24.5","45"
"17:48","24.4","45"
"17:48","24.4","45"
"17:48","24.3","45"
"17:49","24.5","45"
"17:49","24.6","45"
"17:49","24.4","45"
"17:49","24.6","45"
"17:49","24.6","45"
"17:49","24.3","45"
"17:50","24.5","45"
"17:50","24.6","45"
"17:50","24.6","45"
"17:50","24.5","45"
"17:51","24.6","45"
"17:51","24.6","45"
"17:51","24.8","45"
"17:51","24.7","45"
"17:51","24.7","45"
"17:51","24.7","45"
"17:52","25","45"
"17:52","24.5","45"
"17:52","24.6","45"
"17:52","24.7","45"
"17:52","24.6","45"
"17:52","24.6","45"
"17:52","24.7","45"
"17:52","24.6","45"
"17:53","24.6","45"
"17:54","24.6","45"
"17:54","24.4","45"
"17:54","24.9","45"
"17:55","24.4","46"
"17:55","24.6","46"
"17:58","24.9","46"
"17:58","24.6","47"
"17:59","24.8","46"
"17:59","25","46"
"18:00","25","45"
"18:01","25.3","45"
"18:01","25.1","45"
"18:01","25.2","45"
"18:01","25.2","45"
"18:02","25.2","45"
"18:05","24.9","46"
"18:07","24.8","46"
"18:07","24.9","46"
"18:10","24.7","47"
"18:12","24.7","47"
"18:13","24.6","47"
"18:15","24.7","47"
"18:19","25","46"
"18:20","25.2","46"
"18:49","26.5","46"
"18:54","26.6","45"
"18:55","26.5","45"
"18:56","26.6","45"
"18:56","26.5","45"
"20:36","26.8","45"
"21:00","23.8","55"
"21:00","23.8","55"
"21:01","23.8","55"
"21:07","23.7","56"
"21:07","23.8","56"
"21:08","23.8","56"
"21:08","23.7","56"
"21:11","23.8","56"
"21:12","23.4","56"
"21:19","23.8","56"
"21:31","23.7","56"
"21:43","23.7","56"
