"08:16","18.9","56"
"08:17","19","56"
"08:18","18.9","56"
"08:19","19.1","56"
"08:21","19","55"
"08:26","19.1","55"
"08:32","19","55"
"08:35","19.2","55"
"08:39","19.4","55"
"08:40","19.4","55"
"08:42","19.3","54"
"08:47","19.2","54"
"08:48","19.5","54"
"08:49","19.3","54"
"08:52","19.6","54"
"08:55","19.7","53"
"09:03","19.7","53"
"09:04","19.7","53"
"09:08","19.9","53"
"09:09","20","53"
"09:10","20","53"
"09:12","19.8","53"
"09:13","20","53"
"09:14","20.2","53"
"09:18","20.2","52"
"09:19","20.2","52"
"09:20","20.1","52"
"09:21","20","52"
"09:22","20.4","52"
"09:23","20.4","52"
"09:24","20.3","52"
"09:28","20.3","52"
"09:31","20.2","52"
"09:33","19.9","52"
"09:36","20.4","52"
"09:44","20.7","51"
"09:55","20.9","50"
"10:00","20.9","49"
"10:04","21.2","50"
"10:07","21.2","50"
"10:09","21.3","50"
"10:10","21.2","50"
"10:12","21.3","50"
"10:15","21.3","50"
"13:02","20.7","56"
"13:09","20.8","56"
"13:10","21","56"
"13:15","21.2","56"
"13:15","21.2","56"
"13:15","21.4","55"
"13:15","21.3","55"
"13:17","21.3","55"
"13:17","21.2","55"
"13:18","21.3","55"
"13:18","21.3","55"
"13:21","21.3","55"
"13:22","21.3","55"
"13:26","21.4","55"
"13:26","21.4","55"
"13:27","21.5","55"
"13:34","21.6","55"
"13:34","21.4","55"
"13:35","21.5","55"
"13:35","21.6","55"
"13:35","21.6","55"
"13:41","21.5","55"
"13:41","21.7","55"
"13:41","21.8","55"
"13:46","21.7","55"
"13:46","21.6","55"
"13:47","21.6","54"
"13:54","21.8","54"
"13:54","21.8","54"
"13:54","21.9","54"
"13:59","21.8","54"
"14:05","21.9","54"
"14:26","22.1","54"
"14:26","22.1","54"
"14:27","22.2","54"
"14:27","22.2","54"
"14:28","22.2","54"
"14:32","22.4","54"
"14:32","22.3","54"
"14:52","22.4","54"
"14:52","22.3","54"
"14:53","22.5","53"
"14:53","22.4","54"
"14:55","22.4","54"
"14:55","22.5","54"
"14:58","22.7","54"
"15:00","22.4","54"
"15:01","22.4","54"
"15:01","22.4","54"
"15:07","22.5","53"
"15:09","22.5","54"
"15:11","22.6","53"
"15:12","22.6","53"
"15:14","22.6","53"
"15:15","22.6","53"
"15:19","22.5","53"
"15:20","22.5","53"
"15:22","22.6","52"
"15:25","22.7","52"
"15:26","22.7","52"
"15:27","22.7","52"
"15:27","22.7","52"
"15:32","22.8","52"
"15:37","22.8","53"
"15:39","22.8","53"
"15:40","22.8","53"
"15:41","22.8","53"
"15:41","22.8","53"
"15:42","22.9","53"
"15:47","23","53"
"15:48","23","53"
"15:52","23.2","53"
"15:52","22.9","53"
"15:53","22.9","53"
"15:54","23","53"
"15:54","23","53"
"15:58","23","53"
"16:00","23","53"
"16:00","23.1","53"
"16:01","23.1","53"
"16:02","23.1","52"
"16:02","23","52"
"16:03","23","53"
"16:03","23.1","52"
"16:10","23.3","52"
"16:10","23.2","52"
"16:10","23.3","52"
"16:12","23.2","52"
"16:16","23.3","52"
"16:16","23.3","52"
"16:16","23.3","52"
"16:17","23.4","52"
"16:18","23.3","52"
"16:20","23.3","52"
"16:21","23.3","52"
"16:22","23.2","52"
"16:23","23.2","52"
"16:24","23.3","52"
"16:29","23.3","52"
"16:34","23.4","52"
"16:34","23.4","53"
"16:36","23.4","52"
"16:37","23.3","52"
"16:37","23.3","52"
"16:37","23.4","53"
"16:42","23.4","52"
"16:46","23.5","53"
"16:52","23.5","52"
"16:54","23.4","52"
"16:58","23.5","53"
"17:02","23.6","52"
"17:02","23.5","52"
