"11:49","21.3","51"
"11:53","20.5","52"
"12:00","20.3","53"
"12:32","21.2","52"
"12:36","21","52"
"12:46","20.6","52"
"12:49","20.9","51"
"12:53","20.6","52"
"13:00","20.5","52"
"13:05","21.2","54"
"13:07","21.4","52"
"13:16","22.3","50"
"13:20","22.3","50"
"13:25","21.8","51"
"13:30","22.3","50"
"13:37","22.3","50"
"13:40","22","51"
"13:52","22.8","49"
"13:54","22.6","49"
"14:02","22.9","48"
"14:07","22.9","49"
"14:16","22.5","51"
"14:22","23.3","48"
"14:26","23","49"
"14:29","22.9","49"
"14:35","23","50"
"14:42","23.1","48"
"14:48","23.3","48"
"14:53","22.8","50"
"14:57","23.5","49"
"14:58","23.4","50"
"15:05","22.9","50"
"15:13","22.5","50"
"15:19","22.5","50"
"15:27","22.4","51"
"15:36","22.3","51"
"15:44","22.4","51"
"16:22","21.8","52"
"16:34","21.9","52"
"16:52","21.8","52"
"16:55","21.7","53"
"16:59","21.9","52"
"16:59","21.9","52"
"17:01","21.7","53"
"17:08","21.4","53"
"17:15","21.7","54"
"17:23","21.7","54"
"17:50","21.6","54"
